Conta;Classificação;C5;01/03/2025;01/04/2025;01/05/2025;01/06/2025;01/07/2025;01/08/2025;01/09/2025;01/10/2025;01/11/2025;01/12/2025;01/01/2025;01/02/2025
1615;Custos fixos;1615 - DRS s/Comissao; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1617;Custos fixos;1617 - DSR s/ Adicional Noturno; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1618;Despesas Administrativas fixas;1618 - DSR s/ Adicional Noturno; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1619;Custos variáveis;1619 - Lavagem de Veiculo (Ducha); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1621;Despesas Administrativas fixas;1621 - Material de Expediente; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1623;Despesas Administrativas fixas;1623 - Lavagem de Veiculo (Ducha); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1627;Custos variáveis;1627 - Fabrica Embutidos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1628;Despesas Administrativas fixas;1628 - 1/3 Ferias (Rescisao); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1644;Outras Receitas/Despesas Operacionais;1644 - Receita Aviso Previo Descontado( Funcionario); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1646;Outras Receitas/Despesas Operacionais;1646 - Receitas Eventuais; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1651;Custos variáveis;1651 - Cloracao (Produtos Quimicos); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1652;Despesas Administrativas fixas;1652 - Manutencao Veiculo Corretiva; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1653;Despesas Administrativas fixas;1653 - Manutencao Veiculo Preventiva;-405 ;-424 ;-444 ;-424 ;-484 ;-444 ;-464 ;-477 ;-428 ;-397 ; -   ; -   
1654;Custos fixos;1654 - Manutencao de Combate ao Incendio; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1657;Despesas Administrativas fixas;1657 - Bens de Consumo Duraveis; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1659;Custos variáveis;1659 - Tratamento de Gas ( Filtro Biologico); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1660;Despesas Financeiras Bancárias;1660 - Seguros Prestamista;-3.049 ;-3.233 ;-3.755 ;-3.499 ;-4.307 ;-3.986 ;-4.262 ;-4.683 ;-4.355 ;-3.767 ;-2.616 ;-2.616 
1661;Custos variáveis;1661 - Fertilizantes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1665;Despesas Administrativas fixas;1665 - Ferias Indenizadas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1669;Despesas Financeiras Tributárias;1669 - Multas Fiscais; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1680;Custos fixos;1680 - Rastreamento de Veiculos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1689;Custos variáveis;1689 - Frango Vivo Integracao;-10.886.749 ;-11.755.440 ;-12.046.706 ;-11.651.766 ;-13.250.617 ;-12.165.722 ;-13.045.990 ;-13.665.093 ;-12.438.908 ;-11.350.629 ;-11.688.037 ;-9.445.742 
1691;Despesas Administrativas fixas;1691 - Manutencao de Combate a Incendio; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1701;Custos variáveis;1701 - Servico Profissionais Contratados P. Juridica;-130.622 ;-136.690 ;-143.199 ;-136.690 ;-156.217 ;-143.199 ;-149.708 ;-153.815 ;-137.923 ;-128.179 ;-19.104 ;-10.436 
1720;Despesas Administrativas fixas;1720 - Custas Processuais;-2.991 ;-3.130 ;-3.279 ;-3.130 ;-3.578 ;-3.279 ;-3.429 ;-3.523 ;-3.159 ;-2.936 ;-66 ;-1.384 
1725;Despesas Administrativas fixas;1725 - Licenca Ambiental; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1726;Outras Receitas/Despesas Operacionais;1726 - Receita Sob Restituicao Federal; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1738;Custos variáveis;1738 - Apanha de Frango; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1742;Despesas Administrativas fixas;1742 - Receita Distrib.Lucros Financeiros; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1745;Outras Receitas/Despesas Financeiras;1745 - Ressarcimento Comercial; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1750;Custos variáveis;1750 - Manutencao Rebobinagem Motores;-6.941 ;-7.263 ;-7.609 ;-7.263 ;-8.301 ;-7.609 ;-7.955 ;-8.173 ;-7.329 ;-6.811 ;-5.461 ;-8.517 
1755;Despesas Administrativas fixas;1755 - Custas de Protesto; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1756;Custos variáveis;1756 - Taxa IMA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1757;Outras Receitas/Despesas Financeiras;1757 - Despesas com Consorcios; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1758;Custos fixos;1758 - Taxa Fundesa; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1782;Custos variáveis;1782 - Custo de Quirela de Milho; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1783;Custos variáveis;1783 - Perda de Graos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1809;Outras Receitas/Despesas Operacionais;1399 - Recuperacao de Despesa; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1813;Despesas Não Dedutíveis fixas;1813 - Despesa Extradjudicial Transporte; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1817;Outras Receitas/Despesas Operacionais;1399 - Recuperacao de Despesa; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1891;Custos variáveis;1891 - Despesa Plataforma /Sal; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1903;Custos variáveis;1903 - Perda de Embalagens; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1904;Custos fixos;1904 - Premiacao;-148.254 ;-149.746 ;-149.746 ;-149.746 ;-149.746 ;-149.746 ;-149.746 ;-149.746 ;-149.746 ;-149.746 ;-79.428 ;-94.188 
1905;Despesas Administrativas fixas;1905 - Premiacao;-6.094 ;-6.173 ;-6.173 ;-6.173 ;-6.173 ;-6.173 ;-6.173 ;-6.173 ;-6.173 ;-6.173 ;-4.836 ;-5.161 
1911;Despesas Comerciais / Logistica / Expedição variáveis;1911 - Transporte de Prod. Acabado; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1912;Despesas Administrativas fixas;1912 - Hospedagem; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1919;Custos variáveis;1919 - Material e Manutencao de Informatica;-322 ;-337 ;-354 ;-337 ;-386 ;-354 ;-370 ;-380 ;-341 ;-316 ;-12 ;-128 
1920;Despesas Administrativas fixas;1920 - Despesas c/ Viagens e Estadias; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1922;Custos variáveis;1922 - Aves Industrializadas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1923;Custos variáveis;1923 - Aves para Abate; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1924;Custos variáveis;1924 - Revenda de Insumos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1925;Custos fixos;1925 - Servico de Consultoria e Acessoria;-186.010 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-53.225 ;-82.304 
1926;Custos variáveis;1926 - Sub Produtos do Abate; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1927;Despesas Não Dedutíveis fixas;1927 - Despesas Indedutiveis; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1928;Custos fixos;1928 - Cesta Basica Funcionarios; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1933;Custos variáveis;1933 - CPV - Aves Industrializadas;-15.882.300 ;-16.935.080 ;-17.620.441 ;-16.966.251 ;-19.273.718 ;-17.865.559 ;-18.853.801 ;-19.724.561 ;-18.144.417 ;-16.454.723 ;-14.797.986 ;-13.260.130 
1934;Custos variáveis;1934 - CPV - Aves para Abate; -   ;-852.191 ;-2.903.155 ;-1.992.273 ;-4.144.421 ;-4.027.670 ;-3.613.188 ;-4.725.808 ;-5.044.241 ;-3.077.530 ; -   ;-1.014.037 
1935;Custos variáveis;1935 - CPV - Revenda de Insumos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1936;Custos variáveis;1936 - CPV - Sub Produtos de Abate; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-184.838 ;-235.678 
1981;Custos variáveis;1981 - Material Intermediario;-75.075 ;-79.503 ;-83.289 ;-79.503 ;-90.861 ;-83.289 ;-87.075 ;-89.464 ;-80.221 ;-74.553 ;-13.909 ;-23.906 
1982;Custos variáveis;1982 - Servico Pega de Frango;-132.068 ;-151.454 ;-180.493 ;-163.719 ;-206.929 ;-192.013 ;-193.666 ;-211.696 ;-197.309 ;-167.735 ;-156.389 ;-136.271 
1983;Custos variáveis;1983 - Amonia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1984;Custos variáveis;1984 - Frete Frango Vivo;-164.528 ;-171.689 ;-179.865 ;-171.689 ;-196.216 ;-179.865 ;-188.040 ;-193.197 ;-173.239 ;-160.998 ;-220.516 ;-202.651 
1985;Custos variáveis;1985 - Remuneracao Integrado;-1.135.036 ;-1.181.243 ;-1.407.731 ;-1.276.901 ;-1.613.908 ;-1.497.577 ;-1.510.470 ;-1.651.091 ;-1.538.883 ;-1.308.223 ;-808.558 ;-700.392 
1986;Custos fixos;1986 - Bolsa Estagio; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1987;Custos fixos;1987 - Transporte de Pessoal;-80.760 ;-79.074 ;-79.074 ;-79.074 ;-79.074 ;-79.074 ;-79.074 ;-79.074 ;-79.074 ;-79.074 ;-81.597 ;-71.886 
1989;Custos fixos;1989 - Seguro de Vida Funcionarios;-1.319 ;-1.289 ;-1.289 ;-1.289 ;-1.289 ;-1.289 ;-1.289 ;-1.289 ;-1.289 ;-1.289 ;-1.047 ; -   
1990;Custos fixos;1990 - Medicina do Trabalho;-71.871 ;-69.571 ;-69.571 ;-69.571 ;-69.571 ;-69.571 ;-69.571 ;-69.571 ;-69.571 ;-69.571 ;-15.388 ;-15.504 
1991;Custos fixos;1991 - Uniformes e Equipamento de Protecao Individual - EPI;-16.706 ;-16.319 ;-16.319 ;-16.319 ;-16.319 ;-16.319 ;-16.319 ;-16.319 ;-16.319 ;-16.319 ;-24.399 ;-18.598 
1992;Custos fixos;1992 - Multa FGTS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-7.903 ;-386 
1993;Custos fixos;1993 - Analise Laboratoriais;-9.416 ;-9.853 ;-10.322 ;-9.853 ;-11.261 ;-10.322 ;-10.792 ;-11.088 ;-9.942 ;-9.240 ;-11.406 ;-33.117 
1994;Custos fixos;1994 - Mensalidades e Anuidades;-740 ;-774 ;-811 ;-774 ;-885 ;-811 ;-848 ;-871 ;-781 ;-726 ;-2.269 ;-4.077 
1995;Custos variáveis;1995 - Transporte de Racao;-185.068 ;-201.365 ;-239.974 ;-217.672 ;-275.120 ;-255.290 ;-257.488 ;-281.880 ;-262.723 ;-223.344 ;-87.665 ;-102.893 
1996;Custos fixos;1996 - Material de Expediente;-17.807 ;-17.395 ;-17.395 ;-17.395 ;-17.395 ;-17.395 ;-17.395 ;-17.395 ;-17.395 ;-17.395 ;-7.734 ;-9.220 
1997;Depreciações e Amortizações;1997 - Amortizacoes;-458 ;-458 ;-458 ;-458 ;-458 ;-458 ;-458 ;-458 ;-458 ;-458 ; -   ; -   
1999;Custos fixos;1999 - Servico de Cartorio; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2000;Custos variáveis;2000 - Produtos de Tratamento de Agua; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2001;Custos fixos;2001 - Material de Higienizacao e Limpeza;-32.588 ;-34.101 ;-35.725 ;-34.101 ;-38.973 ;-35.725 ;-37.349 ;-38.374 ;-34.409 ;-31.978 ;-30.188 ;-47.674 
2002;Custos fixos;2002 - Material de Escritorio;-1.096 ;-1.147 ;-1.202 ;-1.147 ;-1.311 ;-1.202 ;-1.257 ;-1.291 ;-1.158 ;-1.076 ;-1.942 ;-2.255 
2003;Custos variáveis;2003 - Taxa IMA;-20.762 ;-21.727 ;-22.761 ;-21.727 ;-24.831 ;-22.761 ;-23.796 ;-24.449 ;-21.923 ;-20.374 ;-22.938 ;-21.804 
2004;Custos fixos;2004 - Taxa Fundesa;-2.400 ;-2.511 ;-2.631 ;-2.511 ;-2.870 ;-2.631 ;-2.750 ;-2.826 ;-2.534 ;-2.355 ;-3.798 ;-5.018 
2005;Custos fixos;2005 - Perda por Avaria, Roubo ou Deterioracao; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-77 ;-60 
2006;Despesas Administrativas fixas;2006 - Bolsa Estagio; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2007;Despesas Administrativas fixas;2007 - Transporte de Pessoal;-155 ;-119 ;-119 ;-119 ;-119 ;-119 ;-119 ;-119 ;-119 ;-119 ; -   ;-76 
2009;Despesas Administrativas fixas;2009 - Seguro de Vida Funcionarios; -   ;-1.047 ;-1.047 ;-1.047 ;-1.047 ;-1.047 ;-1.047 ;-1.047 ;-1.047 ;-1.047 ; -   ;-1.047 
2010;Despesas Administrativas fixas;2010 - Medicina do Trabalho;-6.553 ;-4.993 ;-4.993 ;-4.993 ;-4.993 ;-4.993 ;-4.993 ;-4.993 ;-4.993 ;-4.993 ; -   ; -   
2011;Despesas Administrativas fixas;2011 - Uniformes e Equipamento de Protecao Individual - EPI;-1.002 ;-773 ;-773 ;-773 ;-773 ;-773 ;-773 ;-773 ;-773 ;-773 ;-531 ;-458 
2012;Despesas Administrativas fixas;2012 - Multa FGTS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2013;Despesas Administrativas fixas;2013 - Mensalidades e Anuidades;-13.279 ;-13.896 ;-14.558 ;-13.896 ;-15.881 ;-14.558 ;-15.219 ;-15.637 ;-14.021 ;-13.031 ;-25.041 ;-22.504 
2014;Despesas Administrativas fixas;2014 - Servico de Comunicacao e Divulgacao;-119 ;-125 ;-131 ;-125 ;-143 ;-131 ;-137 ;-140 ;-126 ;-117 ; -   ;-28 
2015;Despesas Administrativas fixas;2015 - Material de Expediente;-1.182 ;-1.237 ;-1.296 ;-1.237 ;-1.414 ;-1.296 ;-1.355 ;-1.392 ;-1.248 ;-1.160 ;-4.970 ;-3.388 
2016;Depreciações e Amortizações;2016 - Amortizacoes;-21 ;-21 ;-21 ;-21 ;-21 ;-21 ;-21 ;-21 ;-21 ;-21 ; -   ; -   
2017;Depreciações e Amortizações;2017 - Amortizacoes Direito de Uso; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2018;Despesas Administrativas fixas;2018 - Servico de Cartorio;-797 ;-834 ;-874 ;-834 ;-953 ;-874 ;-913 ;-938 ;-841 ;-782 ; -   ;-662 
2019;Despesas Administrativas fixas;2019 - Maquinas, Moveis e Utensilios; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2020;Despesas Administrativas fixas;2020 - Material de Higienizacao e Limpeza;-2.491 ;-2.606 ;-2.731 ;-2.606 ;-2.979 ;-2.731 ;-2.855 ;-2.933 ;-2.630 ;-2.444 ;-1.009 ;-2.945 
2021;Despesas Administrativas fixas;2021 - Material de Escritorio;-1.421 ;-1.097 ;-1.097 ;-1.097 ;-1.097 ;-1.097 ;-1.097 ;-1.097 ;-1.097 ;-1.097 ;-585 ;-737 
2022;Despesas Administrativas fixas;2022 - Multa por Infracoes / Erros; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2023;Despesas Administrativas fixas;2023 - Impostos e Taxas Federais;-743 ;-778 ;-815 ;-778 ;-889 ;-815 ;-852 ;-875 ;-785 ;-729 ;-1.199 ; 41 
2024;Despesas Administrativas fixas;2024 - Impostos e Taxas Estaduais;-732 ;-766 ;-802 ;-766 ;-875 ;-802 ;-839 ;-862 ;-773 ;-718 ;-13.521 ; -   
2025;Despesas Administrativas fixas;2025 - Impostos e Taxas Municipais;-4 ;-5 ;-5 ;-5 ;-5 ;-5 ;-5 ;-5 ;-5 ;-4 ;-939 ;-19 
2026;Despesas Administrativas fixas;2026 - Gastos com PIS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2027;Despesas Administrativas fixas;2027 - Gastos com COFINS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2028;Despesas Administrativas fixas;2028 - Acordos Judiciais/Extra Judiciais;-6.703 ;-7.015 ;-7.349 ;-7.015 ;-8.017 ;-7.349 ;-7.683 ;-7.893 ;-7.078 ;-6.578 ; -   ; -   
2029;Despesas Administrativas fixas;2029 - Perda por Avaria, Roubo ou Deterioracao; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-268 ; -   
2031;Despesas Comerciais / Logistica/ Expedição fixas;2031 - Salarios;-28.555 ;-67.180 ;-67.180 ;-67.180 ;-67.180 ;-67.180 ;-67.180 ;-67.180 ;-67.180 ;-67.180 ;-49.677 ;-51.094 
2032;Despesas Comerciais / Logistica/ Expedição fixas;2032 - Ferias; -   ;-5.626 ;-5.626 ;-5.626 ;-5.626 ;-5.626 ;-5.626 ;-5.626 ;-5.626 ;-5.626 ;-5.061 ;-5.626 
2033;Despesas Comerciais / Logistica/ Expedição fixas;2033 - 13° Salario;-3.707 ;-7.761 ;-7.761 ;-7.761 ;-7.761 ;-7.761 ;-7.761 ;-7.761 ;-7.761 ;-7.761 ; -   ;-278 
2034;Despesas Comerciais / Logistica/ Expedição fixas;2034 - Indenizacoes Trabalhistas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2035;Despesas Comerciais / Logistica/ Expedição fixas;2035 - Rescisao Contratual;-104 ;-244 ;-244 ;-244 ;-244 ;-244 ;-244 ;-244 ;-244 ;-244 ;-742 ;-708 
2036;Despesas Comerciais / Logistica/ Expedição fixas;2036 - Pensao Alimenticia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2037;Despesas Comerciais / Logistica / Expedição variáveis;2037 - Comissoes;-11.940 ;-12.661 ;-14.706 ;-13.705 ;-16.868 ;-15.612 ;-16.692 ;-18.340 ;-17.058 ;-14.755 ;-18.419 ;-23.313 
2038;Despesas Comerciais / Logistica / Expedição variáveis;2038 - Gratificacoes;-3.222 ;-7.581 ;-7.581 ;-7.581 ;-7.581 ;-7.581 ;-7.581 ;-7.581 ;-7.581 ;-7.581 ;-5.115 ;-5.115 
2039;Despesas Comerciais / Logistica/ Expedição fixas;2039 - Descanso Semanal Remunerado;-2.450 ;-5.763 ;-5.763 ;-5.763 ;-5.763 ;-5.763 ;-5.763 ;-5.763 ;-5.763 ;-5.763 ;-3.542 ;-3.885 
2040;Despesas Comerciais / Logistica/ Expedição fixas;2040 - Periculosidade; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2041;Despesas Comerciais / Logistica/ Expedição fixas;2041 - Adicional Noturno;-1.389 ;-3.267 ;-3.267 ;-3.267 ;-3.267 ;-3.267 ;-3.267 ;-3.267 ;-3.267 ;-3.267 ;-2.057 ;-3.075 
2042;Despesas Comerciais / Logistica/ Expedição fixas;2042 - Hora Extra; -   ;-10 ;-10 ;-10 ;-10 ;-10 ;-10 ;-10 ;-10 ;-10 ;-143 ;-10 
2043;Despesas Comerciais / Logistica/ Expedição fixas;2043 - DSR Hora Extra;-267 ;-628 ;-628 ;-628 ;-628 ;-628 ;-628 ;-628 ;-628 ;-628 ;-423 ;-514 
2044;Despesas Comerciais / Logistica/ Expedição fixas;2044 - Ferias Proporcionais;-3.990 ;-9.387 ;-9.387 ;-9.387 ;-9.387 ;-9.387 ;-9.387 ;-9.387 ;-9.387 ;-9.387 ;-127 ;-1.869 
2045;Despesas Comerciais / Logistica/ Expedição fixas;2045 - 1/3 Ferias;-2.719 ;-5.691 ;-5.691 ;-5.691 ;-5.691 ;-5.691 ;-5.691 ;-5.691 ;-5.691 ;-5.691 ;-1.729 ;-2.498 
2046;Despesas Comerciais / Logistica/ Expedição fixas;2046 - Aviso Previo; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2047;Despesas Comerciais / Logistica/ Expedição fixas;2047 - Salario Maternidade; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2048;Despesas Comerciais / Logistica/ Expedição fixas;2048 - Convenio; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2049;Despesas Comerciais / Logistica/ Expedição fixas;2049 - 13° Salario Indenizado;-363 ;-853 ;-853 ;-853 ;-853 ;-853 ;-853 ;-853 ;-853 ;-853 ; -   ; -   
2050;Despesas Comerciais / Logistica/ Expedição fixas;2050 - Aviso Previo Indenizado;-5.223 ;-12.288 ;-12.288 ;-12.288 ;-12.288 ;-12.288 ;-12.288 ;-12.288 ;-12.288 ;-12.288 ; -   ; -   
2051;Despesas Comerciais / Logistica/ Expedição fixas;2051 - Provisao p/ Ferias; -   ;-999 ;-999 ;-999 ;-999 ;-999 ;-999 ;-999 ;-999 ;-999 ;-1.110 ;-999 
2052;Despesas Comerciais / Logistica/ Expedição fixas;2052 - Provisao p/ 13° Salario; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-6.973 ;-7.386 
2053;Despesas Comerciais / Logistica/ Expedição fixas;2053 - Alimentacao do Trabalhador;-9.946 ;-23.399 ;-23.399 ;-23.399 ;-23.399 ;-23.399 ;-23.399 ;-23.399 ;-23.399 ;-23.399 ;-8.632 ;-12.339 
2054;Despesas Comerciais / Logistica/ Expedição fixas;2054 - Desconto DSR s/ Faltas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2055;Despesas Comerciais / Logistica/ Expedição fixas;2055 - DSR s/ Adicional Noturno; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2056;Despesas Comerciais / Logistica/ Expedição fixas;2056 - 1/3 Ferias (Rescisao); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2057;Despesas Comerciais / Logistica/ Expedição fixas;2057 - Ferias Indenizadas;-363 ;-853 ;-853 ;-853 ;-853 ;-853 ;-853 ;-853 ;-853 ;-853 ; -   ; -   
2058;Despesas Comerciais / Logistica/ Expedição fixas;2058 - Premiacao;-8.603 ;-8.714 ;-8.714 ;-8.714 ;-8.714 ;-8.714 ;-8.714 ;-8.714 ;-8.714 ;-8.714 ;-15.228 ;-17.496 
2059;Despesas Comerciais / Logistica/ Expedição fixas;2059 - Bolsa Estagio; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2060;Despesas Comerciais / Logistica/ Expedição fixas;2060 - Transporte de Pessoal; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-3.218 ;-2.471 
2061;Despesas Comerciais / Logistica/ Expedição fixas;2061 - Seguro de Vida Funcionarios; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2062;Despesas Comerciais / Logistica/ Expedição fixas;2062 - Medicina do Trabalho;-4.836 ;-11.233 ;-11.233 ;-11.233 ;-11.233 ;-11.233 ;-11.233 ;-11.233 ;-11.233 ;-11.233 ; -   ;-72 
2063;Despesas Comerciais / Logistica/ Expedição fixas;2063 - Uniformes e Equipamento de Protecao Individual - EPI;-337 ;-792 ;-792 ;-792 ;-792 ;-792 ;-792 ;-792 ;-792 ;-792 ;-1.183 ;-6 
2066;Despesas Comerciais / Logistica/ Expedição fixas;2066 - FGTS;-3.198 ;-7.524 ;-7.524 ;-7.524 ;-7.524 ;-7.524 ;-7.524 ;-7.524 ;-7.524 ;-7.524 ;-7.362 ;-7.784 
2067;Despesas Comerciais / Logistica/ Expedição fixas;2067 - Multa FGTS; -   ; 1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9 ; -   ; -   
2068;Despesas Comerciais / Logistica/ Expedição fixas;2068 - Contribuicao Sindical; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2069;Despesas Comerciais / Logistica/ Expedição fixas;2069 - Contribuicao de Terceiros;-2.224 ;-4.657 ;-4.657 ;-4.657 ;-4.657 ;-4.657 ;-4.657 ;-4.657 ;-4.657 ;-4.657 ;-5.081 ;-5.643 
2070;Despesas Comerciais / Logistica/ Expedição fixas;2070 - Seguro Acidente do Trabalho - RAT;-890 ;-1.863 ;-1.863 ;-1.863 ;-1.863 ;-1.863 ;-1.863 ;-1.863 ;-1.863 ;-1.863 ;-3.113 ;-3.458 
2073;Despesas Comerciais / Logistica / Expedição variáveis;2073 - Servicos Profissionais Contratados P. Juridica;-63.015 ;-81.993 ;-89.901 ;-85.940 ;-100.855 ;-92.687 ;-101.043 ;-108.742 ;-99.426 ;-89.679 ;-12.319 ;-1.700 
2074;Despesas Comerciais / Logistica/ Expedição fixas;2074 - Servico Consultoria e Assessoria;-73.380 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-11.138 
2075;Despesas Comerciais / Logistica/ Expedição fixas;2075 - Servico de Armazenagem; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
