Cod_Cont,Descricao_Conta,Fator_Sinal,Ranking,Tipo_Linha,id_nivel_0,Nivel_0,id_nivel_1,Nivel_1,id_nivel_2,Nivel_2,Ordem_Exibicao
1809,Recuperacao de Recebimentos Prov. como Perda,1,574,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,556,Recuperacao de Recebimentos Prov. como Perda,80013
1817,Recuperacao Desp. Processos Judiciais,1,575,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,557,Recuperacao Desp. Processos Judiciais,80014
2123,Receita Operacionais,1,576,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,558,Receita Operacionais,80015
2124,Bonificacao recebidas,1,577,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,559,Bonificacao recebidas,80016
2125,Venda de Sucata e Residuos,1,578,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,560,Venda de Sucata e Residuos,80017
2126,Indenizacao de Seguro,1,579,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,561,Indenizacao de Seguro,80018
2128,Ganhos e Perdas de Capital,1,580,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,562,Ganhos e Perdas de Capital,80019
2129,Recuperacao de Recebimentos Prov. como Perda,1,581,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,563,Recuperacao de Recebimentos Prov. como Perda,80020
2130,Alugueis,1,582,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,564,Alugueis,80021
2132,Credito de PIS / COFINS,1,583,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,565,Credito de PIS / COFINS,80022
2134,Revenda de Materia Prima,1,584,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,1,Outras Receitas Operacionais,566,Revenda de Materia Prima,80023
366,Baixa de Ativo Imobilizado,-1,586,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,2,Outras Despesas Operacionais,567,Baixa de Ativo Imobilizado,80025
1742,Receita Distrib.Lucros Financeiros,-1,587,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,2,Outras Despesas Operacionais,568,Receita Distrib.Lucros Financeiros,80026
2135,Despesas Operacionais,-1,588,Detalhe,9,OUTRAS RECEITAS OPERACIONAIS,2,Outras Despesas Operacionais,569,Despesas Operacionais,80027
,LUCRO OPERACIONAL LIQUIDO (EBIT),1,589,Subtotal,10,LUCRO OPERACIONAL LIQUIDO (EBIT),,,,,90000
117,Variacoes Monetarias Passivas,-1,592,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,570,Variacoes Monetarias Passivas,90003
118,Descontos Concedidos,-1,593,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,571,Descontos Concedidos,90004
119,Juros,-1,594,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,572,Juros,90005
171,Juros / Multa de Emprestimos e Financiamentos,-1,595,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,573,Juros / Multa de Emprestimos e Financiamentos,90006
172,Despesas c/ IOF,-1,596,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,574,Despesas c/ IOF,90007
173,Despesas Bancarias,-1,597,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,575,Despesas Bancarias,90008
196,Juros sobre Desconto de Duplicatas,-1,598,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,576,Juros sobre Desconto de Duplicatas,90009
1279,IRRF sobre Aplicacao Financeira,-1,599,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,577,IRRF sobre Aplicacao Financeira,90010
1346,Outras Despesas Financeiras,-1,600,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,578,Outras Despesas Financeiras,90011
1458,Atualizacao Monetaria,-1,601,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,579,Atualizacao Monetaria,90012
1522,IOF sobreAplicacao Financeira,-1,602,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,580,IOF sobreAplicacao Financeira,90013
1532,Multas de Parcelamentos,-1,603,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,581,Multas de Parcelamentos,90014
1533,Juros / Multa sobre Tributos,-1,604,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,582,Juros / Multa sobre Tributos,90015
1590,Seguros (Equipamento),-1,605,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,583,Seguros (Equipamento),90016
1608,Seguros de Vida,-1,606,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,584,Seguros de Vida,90017
1609,Multas Pagas,-1,607,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,585,Multas Pagas,90018
1660,Seguros Prestamista,-1,608,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,586,Seguros Prestamista,90019
1669,Multas Fiscais,-1,609,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,587,Multas Fiscais,90020
1745,Ressarcimento Comercial,-1,610,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,588,Ressarcimento Comercial,90021
1757,Despesas com Consorcios,-1,611,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,589,Despesas com Consorcios,90022
2120,Juros sobre Direito de uso Arrendamento Mercantil,-1,612,Detalhe,11,OUTRAS RECEITAS/DESPESAS,1,Despesas Financeiras,590,Juros sobre Direito de uso Arrendamento Mercantil,90023
112,Variacoes Monetarias Ativas,1,614,Detalhe,11,OUTRAS RECEITAS/DESPESAS,2,Receitas Financeiras,591,Variacoes Monetarias Ativas,90025
113,Descontos Obtidos,1,615,Detalhe,11,OUTRAS RECEITAS/DESPESAS,2,Receitas Financeiras,592,Descontos Obtidos,90026
114,Juros Recebidos,1,616,Detalhe,11,OUTRAS RECEITAS/DESPESAS,2,Receitas Financeiras,593,Juros Recebidos,90027
373,Rendimentos sobre Aplicacao Financeiras,1,617,Detalhe,11,OUTRAS RECEITAS/DESPESAS,2,Receitas Financeiras,594,Rendimentos sobre Aplicacao Financeiras,90028
,RESULTADO ANTES IR/CSLL,1,618,Subtotal,12,RESULTADO ANTES IR/CSLL,,,,,91000
1463,CSLL,-1,621,Detalhe,13,PROVISOES P/CONTR SOCIAL E IRPJ,1,Provisao p/ CSLL,595,CSLL,92002
1462,IRPJ,-1,623,Detalhe,13,PROVISOES P/CONTR SOCIAL E IRPJ,2,Provisao p/ IRPJ,596,IRPJ,92004
,LUCRO LIQUIDO EXERCICIO,1,624,Subtotal,14,LUCRO LIQUIDO EXERCICIO,,,,,93000
