Conta;DRE1;C5;mar/25;abr/25;mai/25;jun/25;jul/25;ago/25;set/25;out/25;nov/25;dez/25;jan/25;fev/25
1508;Outras Receitas/Despesas Operacionais;1508 - Provisoes Processos Trabalhistas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1510;Outras Receitas/Despesas Operacionais;1510 - Despesa de IRPJ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1511;Outras Receitas/Despesas Operacionais;1511 - Despesa de CSLL; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1513;Outras Receitas/Despesas Operacionais;1513 - Ganho Secagem de Milho; 2.443,21 ; 2.966,28 ; 3.107,97 ; 3.511,77 ; 4.031,14 ; 3.686,34 ; 3.857,03 ; 4.009,64 ; 3.490,09 ; 3.502,67 ; -   ; -   
1514;Custos variáveis;1514 - Manutencao Eletrica;-3.599,77 ;-8.740,86 ;-9.158,39 ;-10.348,30 ;-11.878,75 ;-10.862,68 ;-11.365,69 ;-11.815,38 ;-10.284,40 ;-10.321,48 ;-11.553,52 ;-13.415,32 
1515;Custos variáveis;1515 - Manutencao Hidraulica;-2.281,44 ;-5.539,73 ;-5.804,35 ;-6.558,48 ;-7.528,44 ;-6.884,48 ;-7.203,27 ;-7.488,27 ;-6.517,99 ;-6.541,48 ;-5.113,82 ;-2.640,22 
1516;Despesas Administrativas fixas;1516 - Manutencao Eletrica;-781,34 ;-945,79 ;-990,98 ;-1.119,73 ;-1.285,33 ;-1.175,38 ;-1.229,81 ;-1.278,48 ;-1.112,81 ;-1.116,82 ;-122,74 ;-164,02 
1517;Despesas Administrativas fixas;1517 - Manutencao Hidraulica;-106,79 ;-129,26 ;-135,43 ;-153,03 ;-175,66 ;-160,64 ;-168,07 ;-174,72 ;-152,09 ;-152,63 ;-254,62 ;-72,04 
1518;Despesas Comerciais / Logistica/ Expedição fixas;1518 - Manutencao Eletrica;-192,74 ;-233,31 ;-244,45 ;-276,21 ;-317,06 ;-289,94 ;-303,36 ;-315,36 ;-274,50 ;-275,50 ;-1.490,98 ;-4.174,91 
1519;Despesas Comerciais / Logistica/ Expedição fixas;1519 - Manutencao Hidraulica;-66,93 ;-81,02 ;-84,89 ;-95,92 ;-110,10 ;-100,68 ;-105,34 ;-109,51 ;-95,32 ;-95,66 ;-197,58 ;-738,28 
1520;Despesas Comerciais / Logistica/ Expedição fixas;1520 - INSS Desoneracao;-22.381,90 ;-26.943,74 ;-29.016,57 ;-33.111,83 ;-38.493,97 ;-35.173,61 ;-38.738,11 ;-41.883,59 ;-36.859,94 ;-36.374,81 ;-18.198,91 ;-16.450,07 
1521;Despesas Comerciais / Logistica/ Expedição fixas;1521 - 1/12 de 13º Indenizado Aviso Previo;-2.657,24 ;-5.345,33 ;-5.345,33 ;-5.345,33 ;-5.345,33 ;-5.345,33 ;-5.345,33 ;-5.345,33 ;-5.345,33 ;-5.345,33 ;-217,51 ;-235,43 
1524;Despesas Comerciais / Logistica/ Expedição fixas;1524 - Indenizacao Artigo 479 - CLT;-458,18 ;-921,68 ;-921,68 ;-921,68 ;-921,68 ;-921,68 ;-921,68 ;-921,68 ;-921,68 ;-921,68 ; -   ; -   
1525;Custos fixos;1525 - Contribuicao Sindical / Patronal / Conselho; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-16,62 ;-5,37 
1526;Despesas Comerciais / Logistica/ Expedição fixas;1526 - Contribuicao Sindical / Patronal / Conselho;-63,08 ;-76,36 ;-80,01 ;-90,41 ;-103,77 ;-94,89 ;-99,29 ;-103,22 ;-89,84 ;-90,17 ; -   ; -   
1527;Despesas Administrativas fixas;1527 - Perda por Roubo ou Deterioracao;-108,36 ;-131,17 ;-137,43 ;-155,29 ;-178,26 ;-163,01 ;-170,55 ;-177,30 ;-154,33 ;-154,89 ; -   ; -   
1528;Despesas Comerciais / Logistica / Expedição variáveis;1528 - Servico de Armazenagem; -   ;-4.435,47 ;-4.435,47 ;-4.435,47 ;-4.435,47 ;-4.435,47 ;-4.435,47 ;-4.435,47 ;-4.435,47 ;-4.435,47 ;-19.640,66 ;-4.435,47 
1539;Depreciações e Amortizações;1539 - Amortizacao Direito de uso;-12.887,47 ;-13.088,16 ;-13.088,16 ;-13.088,16 ;-13.088,16 ;-13.088,16 ;-13.088,16 ;-13.088,16 ;-13.088,16 ;-13.088,16 ;-11.435,28 ;-11.435,28 
1547;Despesas Financeiras Bancárias;1547 - Juros s/ Direito de uso Arrendameto Mercantil;-6.310,13 ;-7.596,24 ;-8.180,64 ;-9.335,21 ;-10.852,60 ;-9.916,49 ;-10.921,43 ;-11.808,24 ;-10.391,92 ;-10.255,14 ;-14.879,78 ;-14.594,23 
1548;Custos variáveis;1548 - Frete Frango Vivo;-417.590,86 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-250.604,13 ;-181.848,50 
1551;Custos variáveis;1551 - Frete Transferencia;-6.225,88 ;-7.558,75 ;-7.919,81 ;-8.948,80 ;-10.272,28 ;-9.393,62 ;-9.828,60 ;-10.217,48 ;-8.893,55 ;-8.925,61 ;-9.997,02 ;-7.067,45 
1552;Despesas Administrativas fixas;1552 - Servico de Comunicacao e Divulgacao;-304,25 ;-368,30 ;-385,88 ;-436,03 ;-500,51 ;-457,70 ;-478,89 ;-497,83 ;-433,33 ;-434,90 ;-544,31 ;-1.732,58 
1554;Despesas Comerciais / Logistica/ Expedição fixas;1554 - Lubrificante de Maquina; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-1.804,86 ;-2.336,81 
1555;Despesas Comerciais / Logistica/ Expedição fixas;1555 - Gas - Amonia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1557;Depreciações e Amortizações;1557 - Amortizacao Direito de Uso;-22.357,56 ;-22.705,72 ;-22.705,72 ;-22.705,72 ;-22.705,72 ;-22.705,72 ;-22.705,72 ;-22.705,72 ;-22.705,72 ;-22.705,72 ;-21.491,45 ;-21.491,45 
1558;Depreciações e Amortizações;1558 - Amortizacoes;-642,50 ;-642,50 ;-642,50 ;-642,50 ;-642,50 ;-642,50 ;-642,50 ;-642,50 ;-642,50 ;-642,50 ;-139,56 ;-139,56 
1562;Receita Bruta de Vendas;1562 - Venda Pao de Queijo; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1563;Receita Bruta de Vendas;1563 - Venda Pescado; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 70.144,14 ; 22.862,02 
1564;Custos variáveis;1564 - Pescado; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-93.054,68 ;-43.079,78 
1565;Depreciações e Amortizações;1565 - Amortizacao Direito de uso; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1566;Despesas Financeiras Bancárias;1566 - Juros/Encargos Sobre FGTS;-204,30 ;-245,94 ;-264,86 ;-302,24 ;-351,36 ;-321,06 ;-353,60 ;-382,31 ;-336,45 ;-332,03 ; -   ; -   
1567;Despesas Comerciais / Logistica / Expedição variáveis;1567 - Material de Embalagem;-487,96 ;-590,66 ;-618,88 ;-699,29 ;-802,71 ;-734,05 ;-768,04 ;-798,42 ;-694,97 ;-697,47 ;-3.736,62 ;-6.302,80 
1568;Despesas Financeiras Bancárias;1568 - Provisao Juros/Multa de Emprestimos e Financimentos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-44.266,06 ;-40.730,99 
1569;Despesas Comerciais / Logistica/ Expedição fixas;1569 - Manutencao de Maquinas e Equipamentos;-22,44 ;-27,17 ;-28,46 ;-32,16 ;-36,91 ;-33,76 ;-35,32 ;-36,72 ;-31,96 ;-32,07 ;-4.928,85 ;-5.117,30 
1570;   Devolução de vendas;1570 - Devolucao de Vendas de Pescado; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-921,68 ; -   
1570;Deduções de vendas;1570 - Devolucao de Vendas de Pescado; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-921,68 ; -   
1572;Custos variáveis;1572 - Ave Natalina; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-28.615,21 ;-6.873,04 
1573;   Devolução de vendas;1573 - Devolucao de Pao de Queijo; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1574;Custos fixos;1574 - Descarte de Residuos; -   ;-24.962,09 ;-24.962,09 ;-24.962,09 ;-24.962,09 ;-24.962,09 ;-24.962,09 ;-24.962,09 ;-24.962,09 ;-24.962,09 ;-24.723,92 ;-24.962,09 
1575;Receita Bruta de Vendas;1575 - Revenda de Aves Industrializadas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 12.193,80 ; 24.123,20 
1579;Custos fixos;1579 - Lavagem de Veiculos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1580;Despesas Administrativas fixas;1580 - Lavagem de Veiculos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-2.235,86 
1581;Despesas Comerciais / Logistica/ Expedição fixas;1581 - Lavagem de Veiculos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
1583;Despesas Comerciais / Logistica/ Expedição fixas;1583 - Fretes e Carretos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-182,39 
1585;Custos fixos;1585 - Provisao INSS s/ 13º Salario; -   ;-3.509,40 ;-3.509,40 ;-3.509,40 ;-3.509,40 ;-3.509,40 ;-3.509,40 ;-3.509,40 ;-3.509,40 ;-3.509,40 ;-2.502,70 ;-1.006,61 
1586;Despesas Administrativas fixas;1586 - Provisao INSS s/ 13º Salario; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-517,44 ;-245,25 
1587;Despesas Comerciais / Logistica/ Expedição fixas;1587 - Provisao INSS s/ 13º Salario; -   ;-634,70 ;-634,70 ;-634,70 ;-634,70 ;-634,70 ;-634,70 ;-634,70 ;-634,70 ;-634,70 ;-577,95 ;-150,65 
1589;Receita Bruta de Vendas;1589 - Venda de Frango Vivo Integracao; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;; 160.737,26 
1590;Custos fixos;1590 - Servico de Setenciados - IPL's; -   ;-23.463,68 ;-23.463,68 ;-23.463,68 ;-23.463,68 ;-23.463,68 ;-23.463,68 ;-23.463,68 ;-23.463,68 ;-23.463,68 ;;-23.463,68 
1591;Custos variáveis;1591 - Frango Vivo Integracao; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;-160.635,31 
1592;Despesas Administrativas fixas;1592 - Despesa com Cartao de Credito Corporativo; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;-3.870,84 
1594;Despesas Administrativas fixas;1594- Viagens, Estadias e Refeicao entre Empresas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
1601;Custos fixos;1601 - Rateio CSC - PJs; 2.204,04 ; 135.863,49 ; 135.863,49 ; 135.863,49 ; 135.863,49 ; 135.863,49 ; 135.863,49 ; 135.863,49 ; 135.863,49 ; 135.863,49 ;; 234.538,70 
1602;Despesas Administrativas fixas;1602 - Rateio CSC - PJs; 53.210,77 ; 478.510,51 ; 480.556,29 ; 480.556,29 ; 480.556,29 ; 480.556,29 ; 480.556,29 ; 480.556,29 ; 480.556,29 ; 480.556,29 ;; 360.527,88 
1603;Despesas Comerciais / Logistica/ Expedição fixas;1603 - Rateio CSC - PJs; 11.766,93 ; 172.469,39 ; 172.469,39 ; 172.469,39 ; 172.469,39 ; 172.469,39 ; 172.469,39 ; 172.469,39 ; 172.469,39 ; 172.469,39 ;; 87.341,91 
1605;Custos variáveis;1605 - Transporte Frango Vivo Integrado; -   ;-346175,2705;-300874,5661;-328383,2394;-308301,3243;-335333,3621;-305796,5565;-320091,1978;-294382,8512;-349708,0547;;
1606;Custos variáveis;1606 - Transporte Frango Vivo Comprado;;-42916,09608;-147315,4203;-185772,4011;-326866,287;-210523,5231;-294856,1067;-302881,4478;-237581,2509;-148627,6596;;
1617;Custos fixos;        Gratificaco de Funcao;;;;;;;;;;;;
1621;Custos fixos;1621 - Kit Verdura/Caixa de Leite;;;;;;;;;;;;
1628;Despesas Administrativas fixas;1628 - Kit Verdura/Caixa de Leite;;;;;;;;;;;;
1634;Despesas Comerciais / Logistica/ Expedição fixas;1634 - Kit Verdura/Caixa de Leite;;;;;;;;;;;;
1640;Receita Bruta de Vendas;1640 - Revenda de Mercadorias e Insumos;;;;;;;;;;;;
1641;Custos variáveis;1641 - CMV de Mercadorias e Insumos;;;;;;;;;;;;
1643;Impostos sobre vendas;1643 - ICMS s/ Revendas;;;;;;;;;;;;
1644;Impostos sobre vendas;1644 - PIS s/ Revendas;;;;;;;;;;;;
1645;Impostos sobre vendas;1645 - COFINS s/ Revendas;;;;;;;;;;;;
1646;Despesas Comerciais / Logistica/ Expedição fixas;        Aviso Previo Descontado na Rescisao;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
