cod_conta,Descricao_Conta,Tipo_Linha,Ordem_Exibicao,Fator_Sinal,id_nivel0,Nivel_0,id_nivel1,Nivel_1,id_nivel2,Nivel_2,Ranking
340,Juros,Detalhe,100290340,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,519,Juros,524
341,Despesas Bancarias,Detalhe,100290341,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,520,Despesas Bancarias,525
342,Descontos Concedidos,Detalhe,100290342,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,521,Descontos Concedidos,526
344,Variacoes Monetarias,Detalhe,100290344,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,522,Variacoes Monetarias,527
345,JurosobreMulta de Emprestimos e Financiamentos,Detalhe,100290345,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,523,JurosobreMulta de Emprestimos e Financiamentos,528
346,Tarifas de Cobranca de Titulos,Detalhe,100290346,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,524,Tarifas de Cobranca de Titulos,529
974,Perdas no Recebimento de Creditos,Detalhe,100290974,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,525,Perdas no Recebimento de Creditos,530
1061,Bonificacoes Concedidas,Detalhe,100291061,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,526,Bonificacoes Concedidas,531
1079,Amostra Gratis,Detalhe,100291079,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,527,Amostra Gratis,532
1166,Provisao JurosobreMulta Sobre Tributos,Detalhe,100291166,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,528,Provisao JurosobreMulta Sobre Tributos,533
1177,Seguro Prestamista,Detalhe,100291177,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,529,Seguro Prestamista,534
1189,Outras Despesas Financeiras,Detalhe,100291189,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,530,Outras Despesas Financeiras,535
1289,Despesa com Duplicatas Descontadas,Detalhe,100291289,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,531,Despesa com Duplicatas Descontadas,536
1313,Perdas com Acordos de Fornecedores,Detalhe,100291313,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,532,Perdas com Acordos de Fornecedores,537
1417,Despesa com IOF,Detalhe,100291417,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,533,Despesa com IOF,538
1547,Juros sobre Direito de uso Arrendameto Mercantil,Detalhe,100291547,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,534,Juros sobre Direito de uso Arrendameto Mercantil,539
1566,JurosobreEncargos Sobre FGTS,Detalhe,100291566,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,535,JurosobreEncargos Sobre FGTS,540
1568,Provisao JurosobreMulta de Emprestimos e Financimentos,Detalhe,100291568,-1,11,OUTRAS RECEITAS/DESPESAS,12,Despesas Financeiras,536,Provisao JurosobreMulta de Emprestimos e Financimentos,541
333,Juros Recebidos,Detalhe,100300333,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,537,Juros Recebidos,542
334,Descontos Obtidos,Detalhe,100300334,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,538,Descontos Obtidos,543
336,Rendas de Aplicacoes Financeiras,Detalhe,100300336,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,539,Rendas de Aplicacoes Financeiras,544
343,Variacoes Monetarias,Detalhe,100300343,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,540,Variacoes Monetarias,545
979,Indenizacoes de Seguro,Detalhe,100300979,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,541,Indenizacoes de Seguro,546
1043,Ganhos e Perdas de Capital,Detalhe,100301043,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,542,Ganhos e Perdas de Capital,547
1049,Doacoes e Bonificacoes,Detalhe,100301049,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,543,Doacoes e Bonificacoes,548
1060,Venda de Ativo Imobilizado,Detalhe,100301060,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,544,Venda de Ativo Imobilizado,549
1064,Creditos INSS Verbas Indenizatorias,Detalhe,100301064,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,545,Creditos INSS Verbas Indenizatorias,550
1088,Outras Receitas Financeiras,Detalhe,100301088,1,11,OUTRAS RECEITAS/DESPESAS,13,Receitas Financeiras,546,Outras Receitas Financeiras,551
,(=)RESULTADO ANTES IR/CSLL,Subtotal,10024,1,12,RESULTADO ANTES IR/CSLL,,,,,552
1266,Despesa com CSLL,Detalhe,100311266,-1,13,PROVISOES P/CONTR SOCIAL E IRPJ,14,Provisao p/ CSLL,547,Despesa com CSLL,553
1265,Despesas com IRPJ,Detalhe,100321265,-1,13,PROVISOES P/CONTR SOCIAL E IRPJ,15,Provisao p/ IRPJ,548,Despesas com IRPJ,554
,(=)LUCRO LIQUIDO EXERCICIO,Subtotal,10027,1,14,LUCRO LIQUIDO EXERCICIO,,,,,555
